id,image_path,interface_burden,group,zone
05cfc3fd3f81,images/05cfc3fd3f81.jpg,50.795155,255,3
05e42ddfeb9e,images/05e42ddfeb9e.jpg,61.692695,258,3
060a117a1c48,images/060a117a1c48.jpg,47.952342,239,2
060adfba9746,images/060adfba9746.jpg,61.748616,224,3
061fe88509e5,images/061fe88509e5.jpg,4.0,107,0
063aaca26eb5,images/063aaca26eb5.jpg,42.783389,10,2
0652526845e3,images/0652526845e3.jpg,46.591223,137,2
065f5881c623,images/065f5881c623.jpg,41.776567,262,2
067dcca7dcaf,images/067dcca7dcaf.jpg,4.0,107,0
06872fe002f1,images/06872fe002f1.jpg,41.776567,262,2
06905276ba5c,images/06905276ba5c.jpg,4.0,218,0
069d9721c0d8,images/069d9721c0d8.jpg,28.0,260,1
06a0a5a6cba1,images/06a0a5a6cba1.jpg,4.0,10,0
06a289f7699e,images/06a289f7699e.jpg,48.029351,150,3
06a8dc9723e8,images/06a8dc9723e8.jpg,47.184219,243,2
06c9c26cad25,images/06c9c26cad25.jpg,28.0,260,1
06dad75186f8,images/06dad75186f8.jpg,0.0,1,0
06ec3630f8bc,images/06ec3630f8bc.jpg,4.0,139,0
06f66840f87b,images/06f66840f87b.jpg,48.459726,182,3
070a1a5155d6,images/070a1a5155d6.jpg,50.795155,255,3
070d12005493,images/070d12005493.jpg,61.108222,132,3
0714444749bd,images/0714444749bd.jpg,32.163341,267,1
0723e3c76db8,images/0723e3c76db8.jpg,47.78352,268,2
0732ca7a5cc3,images/0732ca7a5cc3.jpg,60.847692,245,3
0744997c6712,images/0744997c6712.jpg,32.979939,253,1
0747f05271a9,images/0747f05271a9.jpg,47.895442,233,2
07c13197daaf,images/07c13197daaf.jpg,50.795155,255,3
07c3b7e09ed4,images/07c3b7e09ed4.jpg,50.433723,264,3
07c8bf9d3104,images/07c8bf9d3104.jpg,32.163341,267,1
07da6f0bf300,images/07da6f0bf300.jpg,42.800832,134,2
0806f509053c,images/0806f509053c.jpg,48.871982,2,3
080b45d98395,images/080b45d98395.jpg,4.0,252,0
08137cc619ce,images/08137cc619ce.jpg,47.895442,233,2
082c8c4b89c6,images/082c8c4b89c6.jpg,28.0,10,1
084bd576c143,images/084bd576c143.jpg,47.184219,243,2
0855055f1023,images/0855055f1023.jpg,50.300215,13,3
08570c2386c1,images/08570c2386c1.jpg,50.588779,99,3
0860d9ced3cb,images/0860d9ced3cb.jpg,53.181455,242,3
086432acd296,images/086432acd296.jpg,0.0,118,0
08883923c38f,images/08883923c38f.jpg,50.433723,264,3
088b1f55b660,images/088b1f55b660.jpg,47.283467,243,2
08a3b5678a2a,images/08a3b5678a2a.jpg,47.895442,233,2
08ca78f3c430,images/08ca78f3c430.jpg,31.404094,267,1
08cd42408fc1,images/08cd42408fc1.jpg,30.524665,10,1
08d7ba4a30a4,images/08d7ba4a30a4.jpg,33.219347,241,1
08d8c9b5fa3a,images/08d8c9b5fa3a.jpg,46.354813,220,2
08e41330da56,images/08e41330da56.jpg,61.692695,258,3
08e4576a522a,images/08e4576a522a.jpg,61.692695,258,3
08e6907a8de6,images/08e6907a8de6.jpg,42.800832,134,2
08fdb1f0ab1e,images/08fdb1f0ab1e.jpg,61.692695,258,3
08fe43cf78df,images/08fe43cf78df.jpg,50.300215,13,3
090152cd3f5e,images/090152cd3f5e.jpg,66.177195,270,3
09031b39af90,images/09031b39af90.jpg,48.029351,150,3
094c1d184ea5,images/094c1d184ea5.jpg,46.032009,256,2
095d749f5aa0,images/095d749f5aa0.jpg,49.610923,264,3
096a81942b35,images/096a81942b35.jpg,4.0,130,0
099e9dc78e7b,images/099e9dc78e7b.jpg,46.006276,265,2
09a1aa708377,images/09a1aa708377.jpg,47.788986,235,2
09a1d5d76bd7,images/09a1d5d76bd7.jpg,44.126016,261,2
09b89fa0bb5e,images/09b89fa0bb5e.jpg,50.433723,264,3
09ba8857e7ba,images/09ba8857e7ba.jpg,4.0,3,0
09bbcb9c925e,images/09bbcb9c925e.jpg,48.194579,230,3
09c162b85947,images/09c162b85947.jpg,27.245549,271,1
09d6a2cdbd3e,images/09d6a2cdbd3e.jpg,41.776567,262,2
09d94d4f5472,images/09d94d4f5472.jpg,61.692695,258,3
09eae45a7195,images/09eae45a7195.jpg,52.949495,254,3
0a115eaeaf17,images/0a115eaeaf17.jpg,61.692695,258,3
0a11645e3d97,images/0a11645e3d97.jpg,27.246714,232,1
0a1cd5d73559,images/0a1cd5d73559.jpg,45.401358,148,2
0a48a79d6a6b,images/0a48a79d6a6b.jpg,33.219347,241,1
0a5e4f220f57,images/0a5e4f220f57.jpg,32.163341,267,1
0aae69fdd598,images/0aae69fdd598.jpg,4.0,174,0
0ac6ac01bc8c,images/0ac6ac01bc8c.jpg,58.988917,216,3
0acf101f69c9,images/0acf101f69c9.jpg,48.029351,150,3
0af54e333fde,images/0af54e333fde.jpg,4.0,248,0
0b00d7f1e0fd,images/0b00d7f1e0fd.jpg,49.258997,47,3
0b0b6089d147,images/0b0b6089d147.jpg,47.895442,233,2
0b0cd0abaf76,images/0b0cd0abaf76.jpg,27.245549,271,1
0b2133df8a49,images/0b2133df8a49.jpg,46.091598,250,2
0b25f51a22f5,images/0b25f51a22f5.jpg,4.0,251,0
0b2e8644c779,images/0b2e8644c779.jpg,4.0,252,0
0b5acc67d46c,images/0b5acc67d46c.jpg,40.842922,10,2
0b6150edb9ae,images/0b6150edb9ae.jpg,4.0,269,0
0b6a6e4c3011,images/0b6a6e4c3011.jpg,47.642216,202,2
0b7593afa98b,images/0b7593afa98b.jpg,47.184219,243,2
0b81483dbfaa,images/0b81483dbfaa.jpg,0.0,83,0
0b961a32038e,images/0b961a32038e.jpg,49.610923,264,3
0b9d2e4b6001,images/0b9d2e4b6001.jpg,46.968348,243,2
0ba3bdedd9f4,images/0ba3bdedd9f4.jpg,31.404094,267,1
0ba6698bddca,images/0ba6698bddca.jpg,27.245549,271,1
0bb59a2c6734,images/0bb59a2c6734.jpg,47.184219,243,2
0bb9a839388c,images/0bb9a839388c.jpg,4.0,218,0
0bc3e16008a2,images/0bc3e16008a2.jpg,59.014794,203,3
0bca6a0482e7,images/0bca6a0482e7.jpg,4.0,10,0
0bd0f22b03c0,images/0bd0f22b03c0.jpg,32.163341,267,1
0bd288015daa,images/0bd288015daa.jpg,50.795155,255,3
0bd88ea6532a,images/0bd88ea6532a.jpg,4.0,206,0
0be0ff6345ae,images/0be0ff6345ae.jpg,28.0,10,1
0bfce0cd741d,images/0bfce0cd741d.jpg,61.692695,258,3
0c0722165192,images/0c0722165192.jpg,50.300215,13,3
0c1895b3d798,images/0c1895b3d798.jpg,53.723401,172,3
0c66519e1628,images/0c66519e1628.jpg,61.692695,258,3
0c717130d361,images/0c717130d361.jpg,4.0,269,0
0c79506e027c,images/0c79506e027c.jpg,48.029351,150,3
0c8362608f88,images/0c8362608f88.jpg,50.142773,188,3
0c886bdc5c1e,images/0c886bdc5c1e.jpg,48.173448,137,3
0c9caa55a851,images/0c9caa55a851.jpg,65.445156,247,3
0cd6f111721c,images/0cd6f111721c.jpg,61.599305,132,3
0ce6f203f878,images/0ce6f203f878.jpg,28.0,260,1
0cfcf7254f57,images/0cfcf7254f57.jpg,4.0,269,0
0d0dc078d543,images/0d0dc078d543.jpg,53.665256,34,3
0d0e6053c4e5,images/0d0e6053c4e5.jpg,4.0,209,0
0d1256ec5dc0,images/0d1256ec5dc0.jpg,61.601185,192,3
0d2616292303,images/0d2616292303.jpg,61.692695,258,3
0d2c2436c6f8,images/0d2c2436c6f8.jpg,61.692695,258,3
0d3535182ce5,images/0d3535182ce5.jpg,47.78352,268,2
0d38b3580d65,images/0d38b3580d65.jpg,61.692695,258,3
0d3a5591ae87,images/0d3a5591ae87.jpg,25.985417,260,1
0d4695f3d6a8,images/0d4695f3d6a8.jpg,47.788986,235,2
0d53b2535607,images/0d53b2535607.jpg,61.692695,258,3
0d581a4ecb59,images/0d581a4ecb59.jpg,4.0,249,0
0d594322dbf0,images/0d594322dbf0.jpg,47.78352,268,2
0d5c77bffde0,images/0d5c77bffde0.jpg,40.934892,10,2
0d7a4d70c57d,images/0d7a4d70c57d.jpg,4.0,48,0
0d7d5a562781,images/0d7d5a562781.jpg,50.795155,255,3
0d7df071c52b,images/0d7df071c52b.jpg,52.949495,254,3
0da59f103d7e,images/0da59f103d7e.jpg,48.446582,212,3
0da77b7116b4,images/0da77b7116b4.jpg,28.0,88,1
0dd8821d454e,images/0dd8821d454e.jpg,31.404094,267,1
0df0eb66b2f8,images/0df0eb66b2f8.jpg,41.776567,262,2
0df593f19d22,images/0df593f19d22.jpg,48.029351,150,3
0e11660bb3f7,images/0e11660bb3f7.jpg,46.353476,250,2
0e1d01d96ae5,images/0e1d01d96ae5.jpg,50.433723,264,3
0e25a7614359,images/0e25a7614359.jpg,4.0,252,0
0e3c0a406d19,images/0e3c0a406d19.jpg,47.283467,243,2
0e40bb3d33cb,images/0e40bb3d33cb.jpg,30.250625,246,1
0e4702ee7fbf,images/0e4702ee7fbf.jpg,4.0,269,0
0e4d7b0e4d6e,images/0e4d7b0e4d6e.jpg,61.748616,224,3
0e5e15732f66,images/0e5e15732f66.jpg,61.692695,258,3
0e5e9c419e72,images/0e5e9c419e72.jpg,65.445156,247,3
0e76511213ed,images/0e76511213ed.jpg,48.029351,150,3
0e8120ae2d23,images/0e8120ae2d23.jpg,47.756154,257,2
0e8a3f44d5a4,images/0e8a3f44d5a4.jpg,47.895442,233,2
0e92c17760a5,images/0e92c17760a5.jpg,50.795155,255,3
0ea406c5707d,images/0ea406c5707d.jpg,61.692695,258,3
0ebe9ae52770,images/0ebe9ae52770.jpg,47.952342,239,2
0ec599e89e40,images/0ec599e89e40.jpg,58.988917,216,3
0edf6b4641d8,images/0edf6b4641d8.jpg,48.029351,150,3
0ee42ef9033b,images/0ee42ef9033b.jpg,4.0,10,0
0ee993cdfd6f,images/0ee993cdfd6f.jpg,41.776567,262,2
0eee7b92794d,images/0eee7b92794d.jpg,47.756154,257,2
0ef6198d9d48,images/0ef6198d9d48.jpg,47.895442,233,2
0f0ac7a52c0d,images/0f0ac7a52c0d.jpg,61.748616,224,3
0f38fb6a05b7,images/0f38fb6a05b7.jpg,48.459726,182,3
0f3dbf676c3c,images/0f3dbf676c3c.jpg,53.208938,242,3
0f4105b7ab1a,images/0f4105b7ab1a.jpg,46.743843,248,2
0fa7f0872bdc,images/0fa7f0872bdc.jpg,27.245549,271,1
0fbeaedea7c3,images/0fbeaedea7c3.jpg,4.0,252,0
0fcc5d044911,images/0fcc5d044911.jpg,60.847692,245,3
0fdbc1d4c063,images/0fdbc1d4c063.jpg,47.184219,243,2
0feb748a27ca,images/0feb748a27ca.jpg,65.445156,247,3
1004e903bcdf,images/1004e903bcdf.jpg,47.78352,268,2
1013b4d1d9aa,images/1013b4d1d9aa.jpg,29.951648,10,1
1017a9cf1b36,images/1017a9cf1b36.jpg,4.0,269,0
101cf5427cbb,images/101cf5427cbb.jpg,59.473696,10,3
102374f78da5,images/102374f78da5.jpg,29.922335,10,1
10379953f363,images/10379953f363.jpg,0.0,83,0
1037cf52b259,images/1037cf52b259.jpg,59.014794,203,3
105451f7e458,images/105451f7e458.jpg,30.250625,246,1
10681f87a3d9,images/10681f87a3d9.jpg,32.979939,253,1
1068827a6f9e,images/1068827a6f9e.jpg,52.949495,254,3
106c288c2b9d,images/106c288c2b9d.jpg,27.245549,271,1
108829c1673d,images/108829c1673d.jpg,61.748616,224,3
10b3ac12d374,images/10b3ac12d374.jpg,41.776567,262,2
10b426d70d6a,images/10b426d70d6a.jpg,28.0,10,1
10b917846807,images/10b917846807.jpg,44.126016,261,2
10c646468488,images/10c646468488.jpg,29.612287,4,1
10da6fdf681e,images/10da6fdf681e.jpg,46.470252,137,2
10e07dab823a,images/10e07dab823a.jpg,53.208938,242,3
10fc3f2d4453,images/10fc3f2d4453.jpg,53.843117,182,3
1118ee45d878,images/1118ee45d878.jpg,50.795155,255,3
1121591622b5,images/1121591622b5.jpg,27.245549,271,1
1124e10435f0,images/1124e10435f0.jpg,28.0,260,1
11275180ca74,images/11275180ca74.jpg,53.571075,235,3
1128aa154f33,images/1128aa154f33.jpg,4.0,218,0
11438c600bb3,images/11438c600bb3.jpg,40.857546,61,2
114780d03926,images/114780d03926.jpg,4.0,5,0
1147dcaa693d,images/1147dcaa693d.jpg,28.0,260,1
114ad22220a8,images/114ad22220a8.jpg,66.827561,254,3
114dae15ca95,images/114dae15ca95.jpg,46.502897,10,2
1163f9d6f575,images/1163f9d6f575.jpg,4.0,227,0
11766cfce5c2,images/11766cfce5c2.jpg,50.142773,188,3
117d8e57ae24,images/117d8e57ae24.jpg,40.870884,137,2
117f660d13df,images/117f660d13df.jpg,27.245549,271,1
1191a02be93e,images/1191a02be93e.jpg,46.395266,265,2
119d884a2cb1,images/119d884a2cb1.jpg,4.0,234,0
11af2377099b,images/11af2377099b.jpg,44.126016,261,2
11d764a46f64,images/11d764a46f64.jpg,50.795155,255,3
11fe99512202,images/11fe99512202.jpg,32.163341,267,1
121f555b6744,images/121f555b6744.jpg,61.692695,258,3
122c0e7da0c6,images/122c0e7da0c6.jpg,47.78352,268,2
122ff843fc93,images/122ff843fc93.jpg,50.795155,255,3
1232293031be,images/1232293031be.jpg,45.320031,256,2
1252f8677f36,images/1252f8677f36.jpg,50.560926,182,3
12678198b39b,images/12678198b39b.jpg,31.404094,267,1
1268d988f051,images/1268d988f051.jpg,47.78352,268,2
1274061e9450,images/1274061e9450.jpg,47.793422,248,2
12804c713cbe,images/12804c713cbe.jpg,66.827561,254,3
128c38955ea8,images/128c38955ea8.jpg,4.0,248,0
1298a2de9163,images/1298a2de9163.jpg,65.445156,247,3
129b1dce590f,images/129b1dce590f.jpg,48.49544,132,3
12e2ca48b9e9,images/12e2ca48b9e9.jpg,47.91948,266,2
12e36479787c,images/12e36479787c.jpg,28.0,260,1
12e72ecd5596,images/12e72ecd5596.jpg,27.245549,271,1
12ed5e82c2ca,images/12ed5e82c2ca.jpg,4.0,10,0
1304bf8eb0b0,images/1304bf8eb0b0.jpg,65.715682,167,3
131c3dce0702,images/131c3dce0702.jpg,4.0,218,0
132f899885af,images/132f899885af.jpg,61.785771,6,3
134192525cfc,images/134192525cfc.jpg,4.0,10,0
13469def4287,images/13469def4287.jpg,4.0,209,0
1347b3600b5e,images/1347b3600b5e.jpg,26.109484,260,1
13496363ddcb,images/13496363ddcb.jpg,28.0,260,1
134975bdc47f,images/134975bdc47f.jpg,27.246714,232,1
134a0775b5bf,images/134a0775b5bf.jpg,50.433723,264,3
13558db2e108,images/13558db2e108.jpg,50.560926,182,3
135cf4ad4056,images/135cf4ad4056.jpg,4.0,252,0
13750211273b,images/13750211273b.jpg,27.245549,271,1
137f94ca7312,images/137f94ca7312.jpg,48.045059,248,3
139a672cd0bc,images/139a672cd0bc.jpg,28.0,260,1
13a4642d957a,images/13a4642d957a.jpg,47.747842,213,2
13d249ba486b,images/13d249ba486b.jpg,48.249029,235,3
13fa87add958,images/13fa87add958.jpg,4.0,10,0
1400cf94c10d,images/1400cf94c10d.jpg,4.0,227,0
14098f486344,images/14098f486344.jpg,46.354813,220,2
140d4370ea1d,images/140d4370ea1d.jpg,47.770235,222,2
140f24e3cd9d,images/140f24e3cd9d.jpg,49.277121,13,3
14192fbb9330,images/14192fbb9330.jpg,61.692695,258,3
142ff28a27c0,images/142ff28a27c0.jpg,48.789646,151,3
1454a90f371c,images/1454a90f371c.jpg,52.592831,248,3
145703d9a984,images/145703d9a984.jpg,27.244136,110,1
1458540bbcca,images/1458540bbcca.jpg,47.91948,266,2
14597226af17,images/14597226af17.jpg,32.979939,253,1
145b05a2ed09,images/145b05a2ed09.jpg,4.0,4,0
146bda33b768,images/146bda33b768.jpg,28.0,237,1
1470238811ea,images/1470238811ea.jpg,27.246714,232,1
14718cd38625,images/14718cd38625.jpg,49.610923,264,3
147a30d5643e,images/147a30d5643e.jpg,38.476848,205,2
147b2e50fbdc,images/147b2e50fbdc.jpg,46.006276,265,2
14b19203fc7a,images/14b19203fc7a.jpg,53.843117,182,3
14c3d85b0c04,images/14c3d85b0c04.jpg,53.843117,182,3
14d400b0a8b1,images/14d400b0a8b1.jpg,32.163341,267,1
14d4bc3f4bff,images/14d4bc3f4bff.jpg,50.433723,264,3
14da0c2cf57b,images/14da0c2cf57b.jpg,66.827561,254,3
14e407f92faa,images/14e407f92faa.jpg,4.0,249,0
150a48f1057a,images/150a48f1057a.jpg,46.968348,243,2
150be99a8af0,images/150be99a8af0.jpg,48.434449,229,3
150e93e0b13b,images/150e93e0b13b.jpg,27.245549,271,1
152da047cca5,images/152da047cca5.jpg,61.692695,258,3
1548e1aa2106,images/1548e1aa2106.jpg,49.610923,264,3
155f72f21219,images/155f72f21219.jpg,65.445156,247,3
15721f3c8ff2,images/15721f3c8ff2.jpg,4.0,249,0
15732596b8d6,images/15732596b8d6.jpg,47.78352,268,2
157a75f70240,images/157a75f70240.jpg,65.696047,240,3
1584fd5b08b2,images/1584fd5b08b2.jpg,66.177195,270,3
1586ddac88b0,images/1586ddac88b0.jpg,48.115169,144,3
158f121ac66d,images/158f121ac66d.jpg,40.11209,10,2
15a6d438541d,images/15a6d438541d.jpg,30.250625,246,1
15b4a5bca556,images/15b4a5bca556.jpg,30.250625,246,1
15ced0db5502,images/15ced0db5502.jpg,32.163341,267,1
15e9f76bb5a8,images/15e9f76bb5a8.jpg,46.172883,265,2
15f0453a1dc2,images/15f0453a1dc2.jpg,0.0,10,0
160fa8441ddd,images/160fa8441ddd.jpg,50.795155,255,3
1618cee3901b,images/1618cee3901b.jpg,61.692695,258,3
1618f5eca35e,images/1618f5eca35e.jpg,50.795155,255,3
161c96569242,images/161c96569242.jpg,33.219347,241,1
16357b6292ca,images/16357b6292ca.jpg,4.0,269,0
1649b6f12be1,images/1649b6f12be1.jpg,47.913407,182,2
164ee789e052,images/164ee789e052.jpg,4.0,251,0
1659f35fe09e,images/1659f35fe09e.jpg,61.692695,258,3
166462992613,images/166462992613.jpg,32.163341,267,1
166729cd3e84,images/166729cd3e84.jpg,48.029351,150,3
166c407fb460,images/166c407fb460.jpg,48.029351,150,3
166e54299208,images/166e54299208.jpg,32.163341,267,1
168fea53dc39,images/168fea53dc39.jpg,32.163341,267,1
1698c236bd42,images/1698c236bd42.jpg,32.163341,267,1
16a733a85a65,images/16a733a85a65.jpg,49.610923,264,3
16b828afba37,images/16b828afba37.jpg,25.832329,260,1
16c30bd3b5f7,images/16c30bd3b5f7.jpg,32.979939,253,1
16c313929a67,images/16c313929a67.jpg,61.692695,258,3
17038ce9df91,images/17038ce9df91.jpg,0.0,83,0
1706c8ceed43,images/1706c8ceed43.jpg,28.0,260,1
1718cb87cd92,images/1718cb87cd92.jpg,50.433723,264,3
173e60c9a664,images/173e60c9a664.jpg,4.0,269,0
174101691246,images/174101691246.jpg,45.153509,220,2
17413786502c,images/17413786502c.jpg,32.979939,253,1
1744a24a8373,images/1744a24a8373.jpg,48.459726,182,3
17562dd665df,images/17562dd665df.jpg,48.223504,182,3
175b0d1af88e,images/175b0d1af88e.jpg,28.0,204,1
1767bfb9b5ee,images/1767bfb9b5ee.jpg,47.345483,243,2
176f25484658,images/176f25484658.jpg,47.889289,126,2
1774d461f44c,images/1774d461f44c.jpg,59.014794,203,3
177b451ffae6,images/177b451ffae6.jpg,0.0,68,0
177cd69f396d,images/177cd69f396d.jpg,40.985798,10,2
1785d3a788cd,images/1785d3a788cd.jpg,4.0,10,0
17a477d92705,images/17a477d92705.jpg,48.050318,229,3
17c2c79566ca,images/17c2c79566ca.jpg,47.78352,268,2
17d2ded57241,images/17d2ded57241.jpg,32.979939,253,1
17d70d0fb737,images/17d70d0fb737.jpg,31.404094,267,1
17e085520f72,images/17e085520f72.jpg,4.0,252,0
17eb0c31a3b9,images/17eb0c31a3b9.jpg,48.029351,150,3
17fb77a5b4c4,images/17fb77a5b4c4.jpg,65.445156,247,3
180171bdd5f6,images/180171bdd5f6.jpg,27.246714,232,1
181338f20508,images/181338f20508.jpg,4.0,252,0
1816616b28b7,images/1816616b28b7.jpg,46.73062,10,2
1825a6d8eeae,images/1825a6d8eeae.jpg,61.692695,258,3
182c50aece12,images/182c50aece12.jpg,28.0,78,1
182e922fecc4,images/182e922fecc4.jpg,61.692695,258,3
1837918cd33f,images/1837918cd33f.jpg,33.219347,241,1
1838f17c2c76,images/1838f17c2c76.jpg,47.823675,172,2
183a0fe01f46,images/183a0fe01f46.jpg,26.164267,7,1
18467630b2f3,images/18467630b2f3.jpg,61.692695,258,3
1859e5c1292a,images/1859e5c1292a.jpg,61.612268,236,3
185d27ddc4cd,images/185d27ddc4cd.jpg,46.006276,265,2
1873c60c79f2,images/1873c60c79f2.jpg,4.0,269,0
188025d4afc9,images/188025d4afc9.jpg,50.433723,264,3
1886aa3d9d86,images/1886aa3d9d86.jpg,53.208938,242,3
188b1fd99983,images/188b1fd99983.jpg,50.795155,255,3
18a46130b282,images/18a46130b282.jpg,58.988917,216,3
18b5417cf46b,images/18b5417cf46b.jpg,46.835973,248,2
18ba72b9ea5c,images/18ba72b9ea5c.jpg,52.870386,248,3
18c2ca220a2c,images/18c2ca220a2c.jpg,47.184219,243,2
18d63589b0b6,images/18d63589b0b6.jpg,50.190646,264,3
